"name","avg_price","unit_value","unit","price_year","avg_pay","currency","branch","GDP"
Těstoviny vaječné,30.76,1.0,kg,2008,20964.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,214070259127.502
Eidamská cihla,135.28,1.0,kg,2008,20964.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,214070259127.502
Máslo,114.74,1.0,kg,2008,20964.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,214070259127.502
Pšeničná mouka hladká,12.98,1.0,kg,2008,20964.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,214070259127.502
Šunkový salám,117.99,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Jogurt bílý netučný,6.08,150.0,g,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Pečivo pšeničné bílé,38.83,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Vepřová pečeně s kostí,106.48,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Cukr krystalový,19.81,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Kuřata kuchaná celá,57.86,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Přírodní minerální voda uhličitá,8.21,1.0,l,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Chléb konzumní kmínový,19.58,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Mrkev,16.56,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Rostlinný roztíratelný tuk,84.41,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Těstoviny vaječné,30.98,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Kapr živý,82.0,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
"Pivo výčepní, světlé, lahvové",9.18,0.5,l,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Eidamská cihla,111.67,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Máslo,96.09,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Pšeničná mouka hladká,9.97,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Jablka konzumní,25.85,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Papriky,51.7,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Rýže loupaná dlouhozrnná,36.1,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Vejce slepičí čerstvá,26.02,10.0,ks,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Banány žluté,30.56,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Konzumní brambory,10.22,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Pomeranče,29.79,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Hovězí maso zadní bez kosti,179.01,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Mléko polotučné pasterované,15.66,1.0,l,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Rajská jablka červená kulatá,34.92,1.0,kg,2009,20970.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,204100298391.036
Kuřata kuchaná celá,56.9,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Přírodní minerální voda uhličitá,8.03,1.0,l,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Vepřová pečeně s kostí,100.48,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Cukr krystalový,18.27,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Mrkev,15.79,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Rostlinný roztíratelný tuk,80.42,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Chléb konzumní kmínový,18.39,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
"Pivo výčepní, světlé, lahvové",9.89,0.5,l,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Těstoviny vaječné,31.94,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Kapr živý,84.38,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Máslo,118.39,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Pšeničná mouka hladká,8.77,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Eidamská cihla,119.95,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Papriky,61.5,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Rýže loupaná dlouhozrnná,33.93,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Jablka konzumní,25.28,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Pomeranče,30.62,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Vejce slepičí čerstvá,25.15,10.0,ks,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Banány žluté,27.44,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Konzumní brambory,13.27,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Mléko polotučné pasterované,16.03,1.0,l,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Rajská jablka červená kulatá,42.21,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Hovězí maso zadní bez kosti,176.15,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Pečivo pšeničné bílé,33.54,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Šunkový salám,116.98,1.0,kg,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Jogurt bílý netučný,6.26,150.0,g,2010,21623.1250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,209069940963.177
Chléb konzumní kmínový,21.63,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Mrkev,16.44,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Rostlinný roztíratelný tuk,88.72,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Kapr živý,86.85,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
"Pivo výčepní, světlé, lahvové",10.05,0.5,l,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Těstoviny vaječné,35.14,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Eidamská cihla,122.38,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Máslo,139.19,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Pšeničná mouka hladká,11.44,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Jablka konzumní,29.17,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Papriky,53.29,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Rýže loupaná dlouhozrnná,33.34,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Banány žluté,26.97,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Konzumní brambory,13.53,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Pomeranče,28.06,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Vejce slepičí čerstvá,23.21,10.0,ks,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Hovězí maso zadní bez kosti,180.73,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Mléko polotučné pasterované,17.65,1.0,l,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Rajská jablka červená kulatá,30.31,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Jogurt bílý netučný,6.51,150.0,g,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Pečivo pšeničné bílé,43.25,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Šunkový salám,115.91,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Cukr krystalový,22.45,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Kuřata kuchaná celá,58.3,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Přírodní minerální voda uhličitá,8.29,1.0,l,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Vepřová pečeně s kostí,100.04,1.0,kg,2011,22336.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
Chléb konzumní kmínový,22.91,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Mrkev,17.44,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Rostlinný roztíratelný tuk,90.02,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Těstoviny vaječné,37.55,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Kapr živý,90.09,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
"Pivo výčepní, světlé, lahvové",10.16,0.5,l,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Eidamská cihla,128.08,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Máslo,137.03,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Pšeničná mouka hladká,11.53,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Jablka konzumní,31.0,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Papriky,58.83,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Rýže loupaná dlouhozrnná,34.04,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Vejce slepičí čerstvá,35.92,10.0,ks,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Banány žluté,31.0,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Konzumní brambory,10.56,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Pomeranče,30.19,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Hovězí maso zadní bez kosti,200.81,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Mléko polotučné pasterované,18.8,1.0,l,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Rajská jablka červená kulatá,37.85,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Jogurt bílý netučný,7.16,150.0,g,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Pečivo pšeničné bílé,43.67,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Šunkový salám,121.75,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Vepřová pečeně s kostí,109.42,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Cukr krystalový,24.27,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Kuřata kuchaná celá,62.9,1.0,kg,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Přírodní minerální voda uhličitá,8.89,1.0,l,2012,22882.3750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,211080224602.858
Jablka konzumní,34.3,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Papriky,61.86,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Rýže loupaná dlouhozrnná,34.73,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Banány žluté,31.79,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Konzumní brambory,16.93,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Pomeranče,31.37,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Vejce slepičí čerstvá,30.48,10.0,ks,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Hovězí maso zadní bez kosti,207.19,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Mléko polotučné pasterované,19.34,1.0,l,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Rajská jablka červená kulatá,37.1,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Jogurt bílý netučný,7.7,150.0,g,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Pečivo pšeničné bílé,41.98,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Šunkový salám,126.24,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Cukr krystalový,24.15,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Kuřata kuchaná celá,69.3,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Přírodní minerální voda uhličitá,8.74,1.0,l,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Vepřová pečeně s kostí,115.87,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Chléb konzumní kmínový,23.12,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Mrkev,18.59,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Rostlinný roztíratelný tuk,93.3,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Kapr živý,88.1,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
"Pivo výčepní, světlé, lahvové",10.55,0.5,l,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Těstoviny vaječné,41.0,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Eidamská cihla,141.97,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Máslo,154.8,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Pšeničná mouka hladká,13.34,1.0,kg,2013,22666.7500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,210983331025.624
Jogurt bílý netučný,8.5,150.0,g,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Rajská jablka červená kulatá,41.16,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Kuřata kuchaná celá,71.77,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Pečivo pšeničné bílé,40.54,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Šunkový salám,129.43,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Cukr krystalový,22.03,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Chléb konzumní kmínový,23.0,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Mrkev,16.22,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Přírodní minerální voda uhličitá,8.69,1.0,l,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Vepřová pečeně s kostí,116.37,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Kapr živý,86.37,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Rostlinný roztíratelný tuk,93.05,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Máslo,162.97,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
"Pivo výčepní, světlé, lahvové",10.63,0.5,l,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Těstoviny vaječné,42.54,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Eidamská cihla,150.61,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Jablka konzumní,30.52,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Papriky,60.55,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Pšeničná mouka hladká,13.12,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Konzumní brambory,13.52,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Rýže loupaná dlouhozrnná,35.31,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Banány žluté,31.65,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Hovězí maso zadní bez kosti,204.95,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Mléko polotučné pasterované,20.7,1.0,l,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Pomeranče,29.68,1.0,kg,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Vejce slepičí čerstvá,30.93,10.0,ks,2014,23401.2500,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,215755991069.112
Jablka konzumní,29.87,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Mrkev,20.84,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Rostlinný roztíratelný tuk,91.54,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Těstoviny vaječné,44.42,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Banány žluté,31.91,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Kapr živý,87.17,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
"Pivo výčepní, světlé, lahvové",10.68,0.5,l,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Hovězí maso zadní bez kosti,203.09,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Máslo,157.04,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Pšeničná mouka hladká,12.59,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Jakostní víno bílé,92.42,0.75,l,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Papriky,63.52,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Rýže loupaná dlouhozrnná,35.93,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Vejce slepičí čerstvá,31.15,10.0,ks,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Cukr krystalový,17.8,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Konzumní brambory,13.34,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Pomeranče,32.5,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Chléb konzumní kmínový,22.44,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Mléko polotučné pasterované,19.54,1.0,l,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Rajská jablka červená kulatá,42.77,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Jogurt bílý netučný,8.52,150.0,g,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Pečivo pšeničné bílé,39.46,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Šunkový salám,128.86,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Vepřová pečeně s kostí,108.66,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Eidamská cihla,119.39,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Kuřata kuchaná celá,69.58,1.0,kg,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Přírodní minerální voda uhličitá,8.71,1.0,l,2015,24407.8750,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,227381745549.048
Eidamská cihla,110.9,1.0,kg,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
Kuřata kuchaná celá,68.97,1.0,kg,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
Přírodní minerální voda uhličitá,8.66,1.0,l,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
Vepřová pečeně s kostí,109.46,1.0,kg,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
Jablka konzumní,29.94,1.0,kg,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
Mrkev,18.55,1.0,kg,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
Rostlinný roztíratelný tuk,91.44,1.0,kg,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
Banány žluté,31.72,1.0,kg,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
Kapr živý,85.07,1.0,kg,2016,25579.6250,Kč,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,233151067380.883
